spendingType,date,amountOfMoney,description,index,spendingTypeText
"8","9/13/2017","896","","506","UTILITIES"
"4","3/21/2012","1941","","507","SOCIAL_WELFARE"
"4","6/28/2010","1428","","508","SOCIAL_WELFARE"
"7","4/1/2017","1221","","509","TRANSPORT_ROADS_HOUSEHOLD"
"5","4/20/2013","92","","510","SOCIETY_DEFENCE"
"8","1/3/2014","559","","511","UTILITIES"
"5","9/25/2014","699","","512","SOCIETY_DEFENCE"
"1","6/10/2015","160","","513","EDUCATION"
"1","2/21/2014","1289","","514","EDUCATION"
"1","2/27/2016","1559","","515","EDUCATION"
"2","2/15/2015","1110","","516","GOVERNANCE"
"3","6/27/2015","918","","517","INTERGOVERNMENTAL_TRANSFERS"
"7","2/4/2010","1321","","518","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/17/2012","835","","519","ART"
"3","10/14/2014","107","","520","INTERGOVERNMENTAL_TRANSFERS"
"7","11/3/2015","1008","","521","TRANSPORT_ROADS_HOUSEHOLD"
"5","2/12/2012","1996","","522","SOCIETY_DEFENCE"
"2","9/9/2018","226","","523","GOVERNANCE"
"6","2/27/2018","802","","524","SPORT"
"1","2/12/2010","151","","525","EDUCATION"
"6","7/22/2018","16","","526","SPORT"
"5","7/6/2017","1219","","527","SOCIETY_DEFENCE"
"3","11/22/2016","1504","","528","INTERGOVERNMENTAL_TRANSFERS"
"0","4/3/2016","1485","","529","ART"
"4","3/14/2017","109","","530","SOCIAL_WELFARE"
"8","8/14/2010","1580","","531","UTILITIES"
"2","2/10/2016","1102","","532","GOVERNANCE"
"5","6/21/2012","126","","533","SOCIETY_DEFENCE"
"4","5/9/2011","874","","534","SOCIAL_WELFARE"
"0","2/8/2014","1547","","535","ART"
"2","3/2/2017","1076","","536","GOVERNANCE"
"5","10/8/2012","1927","","537","SOCIETY_DEFENCE"
"6","3/4/2018","1453","","538","SPORT"
"7","3/8/2012","526","","539","TRANSPORT_ROADS_HOUSEHOLD"
"1","8/2/2013","1864","","540","EDUCATION"
"4","8/5/2011","696","","541","SOCIAL_WELFARE"
"6","4/28/2013","4","","542","SPORT"
"6","11/15/2010","1671","","543","SPORT"
"6","9/2/2017","619","","544","SPORT"
"2","1/18/2017","1638","","545","GOVERNANCE"
"1","10/11/2018","1421","","546","EDUCATION"
"1","1/7/2018","206","","547","EDUCATION"
"3","10/19/2011","709","","548","INTERGOVERNMENTAL_TRANSFERS"
"8","7/5/2017","1247","","549","UTILITIES"
"2","2/28/2009","1845","","550","GOVERNANCE"
"1","7/20/2015","1451","","551","EDUCATION"
"1","10/19/2016","1556","","552","EDUCATION"
"6","6/14/2009","1033","","553","SPORT"
"5","7/4/2009","319","","554","SOCIETY_DEFENCE"
"3","5/19/2016","659","","555","INTERGOVERNMENTAL_TRANSFERS"
"8","7/23/2011","1876","","556","UTILITIES"
"8","5/6/2012","126","","557","UTILITIES"
"5","8/21/2009","1279","","558","SOCIETY_DEFENCE"
"5","6/9/2016","1177","","559","SOCIETY_DEFENCE"
"0","2/13/2009","570","","560","ART"
"2","1/17/2013","1503","","561","GOVERNANCE"
"0","9/26/2018","66","","562","ART"
"7","7/22/2015","1898","","563","TRANSPORT_ROADS_HOUSEHOLD"
"6","3/23/2015","643","","564","SPORT"
"7","4/2/2015","1963","","565","TRANSPORT_ROADS_HOUSEHOLD"
"8","3/4/2015","408","","566","UTILITIES"
"7","2/24/2009","304","","567","TRANSPORT_ROADS_HOUSEHOLD"
"6","6/3/2013","1298","","568","SPORT"
"8","7/23/2010","190","","569","UTILITIES"
"4","9/9/2017","1486","","570","SOCIAL_WELFARE"
"7","5/25/2014","1764","","571","TRANSPORT_ROADS_HOUSEHOLD"
"2","3/4/2011","216","","572","GOVERNANCE"
"3","5/26/2018","504","","573","INTERGOVERNMENTAL_TRANSFERS"
"0","4/9/2016","1244","","574","ART"
"8","4/17/2015","291","","575","UTILITIES"
"8","9/23/2012","1439","","576","UTILITIES"
"2","4/2/2015","683","","577","GOVERNANCE"
"1","2/9/2010","317","","578","EDUCATION"
"7","2/26/2011","1149","","579","TRANSPORT_ROADS_HOUSEHOLD"
"7","7/5/2010","865","","580","TRANSPORT_ROADS_HOUSEHOLD"
"0","8/20/2014","1933","","581","ART"
"1","3/11/2017","282","","582","EDUCATION"
"2","8/15/2012","917","","583","GOVERNANCE"
"5","3/2/2010","816","","584","SOCIETY_DEFENCE"
"2","9/4/2018","1991","","585","GOVERNANCE"
"7","9/1/2011","1435","","586","TRANSPORT_ROADS_HOUSEHOLD"
"3","10/1/2010","1869","","587","INTERGOVERNMENTAL_TRANSFERS"
"3","1/13/2018","1393","","588","INTERGOVERNMENTAL_TRANSFERS"
"7","8/6/2017","1113","","589","TRANSPORT_ROADS_HOUSEHOLD"
"2","2/7/2012","1425","","590","GOVERNANCE"
"7","10/1/2016","247","","591","TRANSPORT_ROADS_HOUSEHOLD"
"3","10/4/2013","1363","","592","INTERGOVERNMENTAL_TRANSFERS"
"3","9/3/2013","529","","593","INTERGOVERNMENTAL_TRANSFERS"
"1","9/12/2011","702","","594","EDUCATION"
"5","6/9/2012","449","","595","SOCIETY_DEFENCE"
"7","1/3/2012","147","","596","TRANSPORT_ROADS_HOUSEHOLD"
"6","11/6/2014","461","","597","SPORT"
"3","2/7/2011","1739","","598","INTERGOVERNMENTAL_TRANSFERS"
"5","2/16/2018","1929","","599","SOCIETY_DEFENCE"
"5","10/17/2016","1231","","600","SOCIETY_DEFENCE"
"2","10/24/2015","431","","601","GOVERNANCE"
"0","11/25/2013","706","","602","ART"
"2","4/8/2016","1957","","603","GOVERNANCE"
"1","9/14/2013","602","","604","EDUCATION"
"6","3/27/2009","455","","605","SPORT"
"4","9/27/2013","946","","606","SOCIAL_WELFARE"
"7","8/19/2017","234","","607","TRANSPORT_ROADS_HOUSEHOLD"
"4","10/15/2011","126","","608","SOCIAL_WELFARE"
"4","11/7/2016","1716","","609","SOCIAL_WELFARE"
"7","9/16/2009","1065","","610","TRANSPORT_ROADS_HOUSEHOLD"
"0","11/2/2015","162","","611","ART"
"8","3/28/2017","1626","","612","UTILITIES"
"7","11/15/2012","163","","613","TRANSPORT_ROADS_HOUSEHOLD"
"2","11/26/2009","238","","614","GOVERNANCE"
"7","6/21/2009","1703","","615","TRANSPORT_ROADS_HOUSEHOLD"
"7","2/21/2009","1742","","616","TRANSPORT_ROADS_HOUSEHOLD"
"7","6/3/2018","1955","","617","TRANSPORT_ROADS_HOUSEHOLD"
"3","1/16/2013","1974","","618","INTERGOVERNMENTAL_TRANSFERS"
"4","7/7/2010","1724","","619","SOCIAL_WELFARE"
"8","8/22/2014","870","","620","UTILITIES"
"8","6/11/2011","538","","621","UTILITIES"
"0","9/17/2017","1757","","622","ART"
"1","8/11/2011","776","","623","EDUCATION"
"8","3/17/2017","806","","624","UTILITIES"
"3","5/22/2017","248","","625","INTERGOVERNMENTAL_TRANSFERS"
"8","2/24/2018","1316","","626","UTILITIES"
"7","10/4/2014","1607","","627","TRANSPORT_ROADS_HOUSEHOLD"
"1","7/23/2017","666","","628","EDUCATION"
"3","8/24/2015","284","","629","INTERGOVERNMENTAL_TRANSFERS"
"0","8/23/2016","1200","","630","ART"
"7","3/14/2010","460","","631","TRANSPORT_ROADS_HOUSEHOLD"
"1","4/27/2018","1174","","632","EDUCATION"
"1","4/27/2017","1264","","633","EDUCATION"
"7","1/22/2011","165","","634","TRANSPORT_ROADS_HOUSEHOLD"
"0","2/5/2017","749","","635","ART"
"4","6/3/2016","144","","636","SOCIAL_WELFARE"
"5","3/4/2017","597","","637","SOCIETY_DEFENCE"
"3","10/21/2012","247","","638","INTERGOVERNMENTAL_TRANSFERS"
"0","6/28/2017","600","","639","ART"
"5","1/9/2011","442","","640","SOCIETY_DEFENCE"
"8","3/5/2016","1242","","641","UTILITIES"
"1","2/28/2014","392","","642","EDUCATION"
"5","8/13/2013","670","","643","SOCIETY_DEFENCE"
"2","5/24/2013","998","","644","GOVERNANCE"
"6","6/4/2011","494","","645","SPORT"
"7","7/1/2015","936","","646","TRANSPORT_ROADS_HOUSEHOLD"
"5","9/10/2014","602","","647","SOCIETY_DEFENCE"
"4","4/4/2015","108","","648","SOCIAL_WELFARE"
"8","8/9/2013","522","","649","UTILITIES"
"2","8/22/2014","1670","","650","GOVERNANCE"
"0","7/7/2011","1748","","651","ART"
"3","2/9/2018","236","","652","INTERGOVERNMENTAL_TRANSFERS"
"7","4/10/2014","1844","","653","TRANSPORT_ROADS_HOUSEHOLD"
"2","4/23/2016","1459","","654","GOVERNANCE"
"6","4/12/2015","93","","655","SPORT"
"2","4/21/2018","490","","656","GOVERNANCE"
"5","11/28/2012","920","","657","SOCIETY_DEFENCE"
"8","6/26/2010","1066","","658","UTILITIES"
"6","11/8/2018","1055","","659","SPORT"
"6","2/25/2016","284","","660","SPORT"
"3","5/25/2016","257","","661","INTERGOVERNMENTAL_TRANSFERS"
"2","11/27/2012","850","","662","GOVERNANCE"
"6","9/28/2017","1827","","663","SPORT"
"6","7/14/2015","1806","","664","SPORT"
"6","10/25/2015","1026","","665","SPORT"
"1","5/8/2017","1888","","666","EDUCATION"
"6","11/19/2018","139","","667","SPORT"
"5","10/25/2016","116","","668","SOCIETY_DEFENCE"
"0","10/19/2014","1139","","669","ART"
"5","6/5/2014","1271","","670","SOCIETY_DEFENCE"
"3","4/4/2015","1635","","671","INTERGOVERNMENTAL_TRANSFERS"
"5","5/21/2011","729","","672","SOCIETY_DEFENCE"
"1","8/24/2012","522","","673","EDUCATION"
"8","2/23/2018","148","","674","UTILITIES"
"7","7/12/2009","1651","","675","TRANSPORT_ROADS_HOUSEHOLD"
"7","6/28/2014","1580","","676","TRANSPORT_ROADS_HOUSEHOLD"
"3","11/7/2013","1559","","677","INTERGOVERNMENTAL_TRANSFERS"
"6","8/11/2016","1407","","678","SPORT"
"7","3/19/2016","938","","679","TRANSPORT_ROADS_HOUSEHOLD"
"1","5/7/2009","1091","","680","EDUCATION"
"8","8/25/2015","1554","","681","UTILITIES"
"2","5/24/2014","887","","682","GOVERNANCE"
"2","3/27/2012","1590","","683","GOVERNANCE"
"2","11/12/2009","1841","","684","GOVERNANCE"
"5","7/3/2014","1170","","685","SOCIETY_DEFENCE"
"1","3/9/2011","2","","686","EDUCATION"
"3","7/1/2013","889","","687","INTERGOVERNMENTAL_TRANSFERS"
"2","2/6/2017","714","","688","GOVERNANCE"
"0","8/27/2013","1138","","689","ART"
"3","8/26/2013","1404","","690","INTERGOVERNMENTAL_TRANSFERS"
"8","11/26/2014","1088","","691","UTILITIES"
"0","3/4/2013","1835","","692","ART"
"5","9/16/2018","1848","","693","SOCIETY_DEFENCE"
"8","3/19/2013","73","","694","UTILITIES"
"3","2/9/2016","84","","695","INTERGOVERNMENTAL_TRANSFERS"
"6","4/14/2012","395","","696","SPORT"
"3","1/16/2013","1812","","697","INTERGOVERNMENTAL_TRANSFERS"
"7","4/18/2009","1355","","698","TRANSPORT_ROADS_HOUSEHOLD"
"4","11/17/2015","1421","","699","SOCIAL_WELFARE"
"5","3/17/2015","730","","700","SOCIETY_DEFENCE"
"8","5/11/2012","504","","701","UTILITIES"
"7","10/21/2015","1102","","702","TRANSPORT_ROADS_HOUSEHOLD"
"7","1/16/2010","1306","","703","TRANSPORT_ROADS_HOUSEHOLD"
"2","10/8/2017","1225","","704","GOVERNANCE"
"6","11/24/2014","119","","705","SPORT"
"4","1/20/2014","1115","","706","SOCIAL_WELFARE"
"7","3/10/2017","1147","","707","TRANSPORT_ROADS_HOUSEHOLD"
"8","9/17/2015","417","","708","UTILITIES"
"8","6/13/2013","178","","709","UTILITIES"
"2","3/18/2015","85","","710","GOVERNANCE"
"1","1/3/2018","1382","","711","EDUCATION"
"4","8/19/2010","748","","712","SOCIAL_WELFARE"
"0","1/20/2016","1808","","713","ART"
"4","11/17/2017","1553","","714","SOCIAL_WELFARE"
"0","5/16/2009","1505","","715","ART"
"0","5/17/2010","1737","","716","ART"
"1","9/27/2009","382","","717","EDUCATION"
"0","9/5/2011","949","","718","ART"
"5","11/26/2010","592","","719","SOCIETY_DEFENCE"
"6","4/17/2017","892","","720","SPORT"
"6","10/4/2018","98","","721","SPORT"
"8","1/16/2015","370","","722","UTILITIES"
"2","2/6/2018","576","","723","GOVERNANCE"
"1","6/14/2012","1425","","724","EDUCATION"
"4","10/28/2015","1628","","725","SOCIAL_WELFARE"
"0","5/10/2010","1534","","726","ART"
"7","5/18/2009","1505","","727","TRANSPORT_ROADS_HOUSEHOLD"
"5","6/1/2017","639","","728","SOCIETY_DEFENCE"
"6","10/20/2015","1660","","729","SPORT"
"0","3/13/2016","1523","","730","ART"
"0","6/4/2015","355","","731","ART"
"5","4/4/2013","1634","","732","SOCIETY_DEFENCE"
"3","8/10/2015","1324","","733","INTERGOVERNMENTAL_TRANSFERS"
"1","4/13/2010","1112","","734","EDUCATION"
"7","10/17/2013","392","","735","TRANSPORT_ROADS_HOUSEHOLD"
"6","5/9/2013","209","","736","SPORT"
"2","1/10/2018","1763","","737","GOVERNANCE"
"1","9/18/2016","1272","","738","EDUCATION"
"8","6/9/2012","1970","","739","UTILITIES"
"7","8/23/2016","1583","","740","TRANSPORT_ROADS_HOUSEHOLD"
"7","2/26/2017","1891","","741","TRANSPORT_ROADS_HOUSEHOLD"
"3","4/5/2017","461","","742","INTERGOVERNMENTAL_TRANSFERS"
"4","7/9/2016","1475","","743","SOCIAL_WELFARE"
"1","7/1/2017","1432","","744","EDUCATION"
"7","1/8/2009","1037","","745","TRANSPORT_ROADS_HOUSEHOLD"
"2","6/20/2018","1015","","746","GOVERNANCE"
"5","10/1/2017","1594","","747","SOCIETY_DEFENCE"
"8","9/14/2015","951","","748","UTILITIES"
"5","1/25/2015","72","","749","SOCIETY_DEFENCE"
"3","10/4/2010","974","","750","INTERGOVERNMENTAL_TRANSFERS"
"0","6/15/2018","371","","751","ART"
"3","4/9/2012","1564","","752","INTERGOVERNMENTAL_TRANSFERS"
"0","11/3/2016","228","","753","ART"
"5","11/4/2018","285","","754","SOCIETY_DEFENCE"
"6","9/27/2014","1286","","755","SPORT"
"5","1/6/2014","1225","","756","SOCIETY_DEFENCE"
"2","5/12/2017","1879","","757","GOVERNANCE"
"2","6/22/2013","551","","758","GOVERNANCE"
"3","10/20/2011","153","","759","INTERGOVERNMENTAL_TRANSFERS"
"0","8/9/2014","1264","","760","ART"
"2","1/2/2015","1651","","761","GOVERNANCE"
"1","8/28/2011","224","","762","EDUCATION"
"5","9/25/2018","521","","763","SOCIETY_DEFENCE"
"4","9/23/2014","788","","764","SOCIAL_WELFARE"
"5","1/7/2018","1155","","765","SOCIETY_DEFENCE"
"6","4/21/2017","1870","","766","SPORT"
"6","5/7/2018","1916","","767","SPORT"
"4","5/21/2014","831","","768","SOCIAL_WELFARE"
"7","10/21/2016","1313","","769","TRANSPORT_ROADS_HOUSEHOLD"
"2","7/10/2012","1871","","770","GOVERNANCE"
"1","10/12/2010","1026","","771","EDUCATION"
"7","8/12/2018","549","","772","TRANSPORT_ROADS_HOUSEHOLD"
"7","7/22/2018","73","","773","TRANSPORT_ROADS_HOUSEHOLD"
"4","2/18/2015","154","","774","SOCIAL_WELFARE"
"5","8/2/2015","1484","","775","SOCIETY_DEFENCE"
"3","6/11/2011","1517","","776","INTERGOVERNMENTAL_TRANSFERS"
"6","9/13/2011","69","","777","SPORT"
"3","2/4/2016","750","","778","INTERGOVERNMENTAL_TRANSFERS"
"1","3/21/2010","1422","","779","EDUCATION"
"4","9/25/2011","225","","780","SOCIAL_WELFARE"
"6","3/25/2016","896","","781","SPORT"
"3","8/9/2016","1441","","782","INTERGOVERNMENTAL_TRANSFERS"
"6","3/14/2011","1262","","783","SPORT"
"8","7/14/2011","1692","","784","UTILITIES"
"0","9/1/2009","1882","","785","ART"
"2","4/20/2016","1812","","786","GOVERNANCE"
"5","10/8/2018","1596","","787","SOCIETY_DEFENCE"
"3","3/8/2017","346","","788","INTERGOVERNMENTAL_TRANSFERS"
"4","11/15/2012","984","","789","SOCIAL_WELFARE"
"3","1/22/2012","1608","","790","INTERGOVERNMENTAL_TRANSFERS"
"6","10/14/2009","117","","791","SPORT"
"6","4/19/2017","1152","","792","SPORT"
"7","7/11/2009","312","","793","TRANSPORT_ROADS_HOUSEHOLD"
"4","1/2/2012","1080","","794","SOCIAL_WELFARE"
"5","9/27/2010","839","","795","SOCIETY_DEFENCE"
"3","10/2/2011","1026","","796","INTERGOVERNMENTAL_TRANSFERS"
"5","6/10/2017","861","","797","SOCIETY_DEFENCE"
"7","7/19/2014","1151","","798","TRANSPORT_ROADS_HOUSEHOLD"
"4","1/14/2016","335","","799","SOCIAL_WELFARE"
"4","8/5/2012","350","","800","SOCIAL_WELFARE"
"6","1/5/2010","924","","801","SPORT"
"6","8/22/2016","1421","","802","SPORT"
"0","6/18/2009","967","","803","ART"
"0","7/15/2017","1311","","804","ART"
"2","3/10/2011","609","","805","GOVERNANCE"
"8","3/19/2018","1231","","806","UTILITIES"
"2","9/2/2016","970","","807","GOVERNANCE"
"2","2/22/2012","819","","808","GOVERNANCE"
"8","8/25/2018","139","","809","UTILITIES"
"0","11/11/2010","1963","","810","ART"
"3","10/15/2010","330","","811","INTERGOVERNMENTAL_TRANSFERS"
"7","7/3/2014","834","","812","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/20/2015","138","","813","ART"
"5","3/24/2017","229","","814","SOCIETY_DEFENCE"
"7","6/10/2016","269","","815","TRANSPORT_ROADS_HOUSEHOLD"
"4","4/16/2012","1125","","816","SOCIAL_WELFARE"
"8","2/25/2017","1640","","817","UTILITIES"
"4","9/13/2011","43","","818","SOCIAL_WELFARE"
"1","2/27/2013","1388","","819","EDUCATION"
"6","4/25/2016","1419","","820","SPORT"
"1","1/28/2010","1604","","821","EDUCATION"
"0","5/6/2016","360","","822","ART"
"5","1/25/2016","1722","","823","SOCIETY_DEFENCE"
"0","9/17/2018","25","","824","ART"
"5","4/4/2016","822","","825","SOCIETY_DEFENCE"
"1","2/20/2010","1957","","826","EDUCATION"
"3","5/9/2009","118","","827","INTERGOVERNMENTAL_TRANSFERS"
"7","4/18/2010","621","","828","TRANSPORT_ROADS_HOUSEHOLD"
"4","2/22/2013","1716","","829","SOCIAL_WELFARE"
"0","4/23/2011","1766","","830","ART"
"7","1/12/2009","1773","","831","TRANSPORT_ROADS_HOUSEHOLD"
"0","10/13/2015","1429","","832","ART"
"8","6/23/2013","1805","","833","UTILITIES"
"2","7/3/2016","1560","","834","GOVERNANCE"
"0","3/1/2011","1994","","835","ART"
"3","4/1/2012","241","","836","INTERGOVERNMENTAL_TRANSFERS"
"6","6/4/2012","1614","","837","SPORT"
"3","11/12/2011","1873","","838","INTERGOVERNMENTAL_TRANSFERS"
"3","8/9/2014","397","","839","INTERGOVERNMENTAL_TRANSFERS"
"6","3/22/2015","1338","","840","SPORT"
"8","10/22/2011","1126","","841","UTILITIES"
"6","1/20/2017","644","","842","SPORT"
"7","7/17/2011","1585","","843","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/15/2014","1112","","844","SOCIAL_WELFARE"
"7","1/15/2009","1139","","845","TRANSPORT_ROADS_HOUSEHOLD"
"0","9/8/2016","1361","","846","ART"
"6","4/23/2016","898","","847","SPORT"
"4","2/16/2017","1069","","848","SOCIAL_WELFARE"
"7","8/22/2015","1679","","849","TRANSPORT_ROADS_HOUSEHOLD"
"6","4/3/2018","1098","","850","SPORT"
"6","8/20/2012","109","","851","SPORT"
"2","11/26/2014","1372","","852","GOVERNANCE"
"8","10/6/2011","467","","853","UTILITIES"
"6","6/27/2016","1289","","854","SPORT"
"3","3/6/2010","143","","855","INTERGOVERNMENTAL_TRANSFERS"
"7","9/10/2012","939","","856","TRANSPORT_ROADS_HOUSEHOLD"
"0","2/5/2011","1479","","857","ART"
"2","6/14/2011","1714","","858","GOVERNANCE"
"1","6/28/2011","1618","","859","EDUCATION"
"1","6/3/2016","688","","860","EDUCATION"
"0","9/24/2014","1642","","861","ART"
"7","3/15/2014","1731","","862","TRANSPORT_ROADS_HOUSEHOLD"
"0","6/8/2018","1800","","863","ART"
"0","2/6/2013","921","","864","ART"
"2","7/23/2018","468","","865","GOVERNANCE"
"2","1/9/2015","947","","866","GOVERNANCE"
"2","3/27/2012","95","","867","GOVERNANCE"
"1","8/28/2013","1180","","868","EDUCATION"
"0","3/18/2009","1035","","869","ART"
"1","2/14/2016","1798","","870","EDUCATION"
"8","5/7/2018","856","","871","UTILITIES"
"0","1/16/2013","1490","","872","ART"
"6","10/25/2015","312","","873","SPORT"
"4","9/20/2012","950","","874","SOCIAL_WELFARE"
"2","1/24/2013","623","","875","GOVERNANCE"
"7","3/4/2015","1624","","876","TRANSPORT_ROADS_HOUSEHOLD"
"2","1/4/2011","823","","877","GOVERNANCE"
"7","6/25/2016","1531","","878","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/16/2011","453","","879","ART"
"6","5/18/2015","302","","880","SPORT"
"6","2/6/2011","1508","","881","SPORT"
"3","10/8/2014","1542","","882","INTERGOVERNMENTAL_TRANSFERS"
"7","8/7/2013","1993","","883","TRANSPORT_ROADS_HOUSEHOLD"
"3","3/21/2018","1112","","884","INTERGOVERNMENTAL_TRANSFERS"
"6","11/11/2014","406","","885","SPORT"
"3","10/26/2018","1262","","886","INTERGOVERNMENTAL_TRANSFERS"
"0","7/23/2014","1288","","887","ART"
"3","5/9/2010","1351","","888","INTERGOVERNMENTAL_TRANSFERS"
"3","8/27/2012","193","","889","INTERGOVERNMENTAL_TRANSFERS"
"2","11/14/2018","782","","890","GOVERNANCE"
"1","7/23/2009","1720","","891","EDUCATION"
"7","3/20/2013","483","","892","TRANSPORT_ROADS_HOUSEHOLD"
"3","7/14/2011","480","","893","INTERGOVERNMENTAL_TRANSFERS"
"1","11/13/2010","1533","","894","EDUCATION"
"4","10/7/2018","798","","895","SOCIAL_WELFARE"
"6","9/25/2016","1929","","896","SPORT"
"7","2/6/2011","1945","","897","TRANSPORT_ROADS_HOUSEHOLD"
"1","1/8/2015","574","","898","EDUCATION"
"3","7/12/2016","1811","","899","INTERGOVERNMENTAL_TRANSFERS"
"1","8/1/2015","1267","","900","EDUCATION"
"8","11/17/2016","969","","901","UTILITIES"
"7","2/6/2011","1327","","902","TRANSPORT_ROADS_HOUSEHOLD"
"2","11/28/2012","1689","","903","GOVERNANCE"
"4","11/18/2009","1146","","904","SOCIAL_WELFARE"
"2","8/24/2016","1195","","905","GOVERNANCE"
"1","7/4/2017","1889","","906","EDUCATION"
"5","5/12/2017","11","","907","SOCIETY_DEFENCE"
"0","4/8/2013","90","","908","ART"
"1","2/3/2011","1933","","909","EDUCATION"
"8","5/19/2013","862","","910","UTILITIES"
"1","5/19/2015","1896","","911","EDUCATION"
"1","1/8/2015","1510","","912","EDUCATION"
"8","8/1/2017","533","","913","UTILITIES"
"8","2/25/2012","1060","","914","UTILITIES"
"6","10/16/2009","902","","915","SPORT"
"8","3/14/2009","99","","916","UTILITIES"
"8","4/5/2012","179","","917","UTILITIES"
"6","7/8/2015","1505","","918","SPORT"
"5","4/20/2017","1224","","919","SOCIETY_DEFENCE"
"2","9/10/2010","1553","","920","GOVERNANCE"
"2","6/12/2014","436","","921","GOVERNANCE"
"2","5/3/2012","927","","922","GOVERNANCE"
"6","6/27/2012","1645","","923","SPORT"
"5","10/15/2014","495","","924","SOCIETY_DEFENCE"
"2","10/20/2012","253","","925","GOVERNANCE"
"7","10/28/2012","1021","","926","TRANSPORT_ROADS_HOUSEHOLD"
"0","8/4/2016","645","","927","ART"
"5","7/21/2016","486","","928","SOCIETY_DEFENCE"
"0","11/28/2016","1646","","929","ART"
"4","5/16/2015","701","","930","SOCIAL_WELFARE"
"0","9/28/2009","1649","","931","ART"
"7","4/24/2015","548","","932","TRANSPORT_ROADS_HOUSEHOLD"
"6","10/24/2012","482","","933","SPORT"
"5","9/28/2010","806","","934","SOCIETY_DEFENCE"
"1","3/27/2013","1595","","935","EDUCATION"
"2","3/21/2013","157","","936","GOVERNANCE"
